Date,Description,Investment,Asset Code,Pot,Account,No. Shares,Share Price (£),Total Value (£)
13-Jan-22,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3441,12.122,4.17
13-Jan-22,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0146,128.7551,1.88
13-Jan-22,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0041,235.8047,0.97
13-Jan-22,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1662,35.6407,5.92
13-Jan-22,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0974,18.6578,1.82
13-Jan-22,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1734,12.657,2.19
13-Jan-22,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.4101,7.3658,3.02
13-Jan-22,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2112,14.8304,3.13
13-Jan-22,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5732,8.3008,13.06
13-Jan-22,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.028,30.7813,0.86
13-Jan-22,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3464,10.1031,3.5
13-Jan-22,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0765,22.0198,1.68
13-Jan-22,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0526,99.5483,5.24
13-Jan-22,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0576,351.1522,20.23
13-Jan-22,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0146,360.0931,5.26
10-Jan-22,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.1634,17.2383,2.82
10-Jan-22,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.1419,22.236,3.16
10-Jan-22,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.1017,17.7869,1.81
10-Jan-22,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.0676,41.8758,2.83
10-Jan-22,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.2002,26.1798,5.24
10-Jan-22,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,0.3268,32.6316,10.66
10-Jan-22,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.4103,7.286,2.99
10-Jan-22,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0526,98.5791,5.19
10-Jan-22,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0145,361.7195,5.24
10-Jan-22,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3465,10.096,3.5
10-Jan-22,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5738,8.163,12.85
10-Jan-22,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0145,127.1976,1.84
10-Jan-22,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0577,349.7,20.18
10-Jan-22,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0975,18.2746,1.78
10-Jan-22,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3442,12.0913,4.16
10-Jan-22,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.0279,30.8931,0.86
10-Jan-22,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0042,231.8546,0.97
10-Jan-22,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2113,14.552,3.07
10-Jan-22,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1735,12.5396,2.18
10-Jan-22,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0766,22.0901,1.69
10-Jan-22,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1663,35.8607,5.96
06-Jan-22,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0533,100.3842,5.35
06-Jan-22,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.1437,21.9369,3.15
06-Jan-22,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.2028,25.9271,5.26
06-Jan-22,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.3148,7.2821,2.29
06-Jan-22,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.1031,18.0824,1.86
06-Jan-22,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.0684,42.7609,2.92
06-Jan-22,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0147,127.455,1.87
06-Jan-22,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.1654,17.5253,2.9
06-Jan-22,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0147,366.3001,5.38
06-Jan-22,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0987,18.2751,1.8
06-Jan-22,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,0.3311,32.6457,10.81
06-Jan-22,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5941,8.2458,13.14
06-Jan-22,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0584,354.2379,20.69
06-Jan-22,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3509,10.2303,3.59
06-Jan-22,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0776,22.3493,1.73
06-Jan-22,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1685,36.3757,6.13
06-Jan-22,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0042,235.7547,0.99
06-Jan-22,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3487,12.204,4.26
06-Jan-22,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2141,14.7422,3.16
06-Jan-22,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.0284,31.1511,0.88
06-Jan-22,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1757,12.6973,2.23
05-Jan-22,Dividend,CASH,ISF,My Nutmeg Pot,ISA,0,0,0.63
04-Jan-22,Fee,CASH,N/A,My Nutmeg Pot,ISA,0,0,2.07
30-Dec-21,Dividend,CASH,VMID,My Nutmeg Pot,ISA,0,0,1.01
30-Dec-21,Dividend,CASH,VUKE,My Nutmeg Pot,ISA,0,0,1.67
30-Dec-21,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2142,15.1329,3.24
30-Dec-21,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.1031,18.7372,1.93
30-Dec-21,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0988,18.5558,1.83
30-Dec-21,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.0284,31.7741,0.9
30-Dec-21,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5959,8.4199,13.44
30-Dec-21,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0147,374.2383,5.5
30-Dec-21,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0584,363.3664,21.22
30-Dec-21,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0777,22.6949,1.76
30-Dec-21,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0533,101.429,5.41
30-Dec-21,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3491,12.276,4.29
30-Dec-21,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.203,26.1005,5.3
30-Dec-21,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1759,12.6288,2.22
30-Dec-21,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,0.2729,32.4006,8.84
30-Dec-21,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0148,130.0502,1.92
30-Dec-21,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.1657,17.6186,2.92
30-Dec-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.0685,43.9059,3.01
30-Dec-21,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.4179,7.231,3.02
30-Dec-21,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1369,36.3357,4.97
30-Dec-21,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3514,10.4777,3.68
30-Dec-21,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.1438,21.3931,3.08
30-Dec-21,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0042,235.1547,0.99
23-Dec-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.2653,43.0959,11.43
23-Dec-21,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.6166,17.3697,10.71
23-Dec-21,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.3969,18.2987,7.26
23-Dec-21,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.5446,21.2691,11.58
23-Dec-21,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.7864,26.1823,20.59
23-Dec-21,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,1.3448,32.1606,43.25
23-Dec-21,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,6.1624,8.2577,50.89
23-Dec-21,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.2905,22.3143,6.48
23-Dec-21,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.8301,14.8282,12.31
23-Dec-21,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0159,233.1047,3.71
23-Dec-21,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.3822,18.3548,7.02
23-Dec-21,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,1.3547,10.2621,13.9
23-Dec-21,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.1111,31.739,3.53
23-Dec-21,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.6695,12.5516,8.4
23-Dec-21,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.2276,357.7599,81.43
23-Dec-21,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.056,372.1186,20.84
23-Dec-21,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.7028,35.9857,25.29
23-Dec-21,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0569,128.6498,7.32
23-Dec-21,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,1.3558,12.3308,16.72
23-Dec-21,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.1992,100.4952,20.02
23-Dec-21,Purchase,ISF,ISF,My Nutmeg Pot,ISA,1.7359,7.1711,12.45
20-Dec-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,1.1166,42.3,47.23
20-Dec-21,Sale,EMIM,EMIM,My Nutmeg Pot,ISA,2.4281,25.95,63.01
06-Dec-21,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,1.282,14.5856,18.7
06-Dec-21,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,1.6736,26.2801,43.98
06-Dec-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.1987,42.2258,8.39
06-Dec-21,Purchase,VMID,VMID,My Nutmeg Pot,ISA,1.0055,35.3607,35.56
06-Dec-21,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.6177,17.9301,11.08
06-Dec-21,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,2.0877,12.3113,25.7
06-Dec-21,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.4667,21.5991,10.08
06-Dec-21,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.3495,350.587,122.53
06-Dec-21,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.9958,16.9066,16.84
06-Dec-21,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,1.0547,12.2641,12.93
06-Dec-21,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,2.1033,10.1097,21.26
06-Dec-21,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0883,127.6376,11.27
06-Dec-21,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0884,366.9658,32.44
06-Dec-21,Purchase,ISF,ISF,My Nutmeg Pot,ISA,2.4841,7.0685,17.56
06-Dec-21,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,1.9823,31.7156,62.87
06-Dec-21,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.5913,17.995,10.64
06-Dec-21,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.863,21.2724,18.36
06-Dec-21,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,9.5517,7.9987,76.4
06-Dec-21,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.3205,98.7784,31.66
06-Dec-21,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0253,229.6546,5.81
06-Dec-21,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.1696,32.1798,5.46
02-Dec-21,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.1423,20.92,2.98
02-Dec-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.0327,41.9258,1.37
02-Dec-21,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.1019,17.8801,1.82
02-Dec-21,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.276,26.5542,7.33
02-Dec-21,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.1641,16.7823,2.75
02-Dec-21,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,0.3268,31.2156,10.2
02-Dec-21,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0769,21.1859,1.63
02-Dec-21,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5747,7.9222,12.48
02-Dec-21,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3442,12.1243,4.17
02-Dec-21,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.028,31.3698,0.88
02-Dec-21,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0042,229.1046,0.96
02-Dec-21,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0529,98.0414,5.19
02-Dec-21,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3468,9.9554,3.45
02-Dec-21,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2113,14.6019,3.09
02-Dec-21,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0974,17.8095,1.73
02-Dec-21,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1657,35.2257,5.84
02-Dec-21,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1738,12.0778,2.1
02-Dec-21,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.4096,6.9556,2.85
02-Dec-21,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0146,360.414,5.26
02-Dec-21,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0146,126.5482,1.85
02-Dec-21,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0576,345.7866,19.92
01-Dec-21,Fee,CASH,N/A,My Nutmeg Pot,ISA,0,0,1.6
25-Nov-21,Purchase,XSFN,XSFN,My Nutmeg Pot,ISA,0.132,22.269,2.94
25-Nov-21,Purchase,XDN0,XDN0,My Nutmeg Pot,ISA,0.0318,43.0609,1.37
25-Nov-21,Purchase,EUSR,EUSR,My Nutmeg Pot,ISA,0.1695,17.5034,2.97
25-Nov-21,Purchase,SRUG,SRUG,My Nutmeg Pot,ISA,0.0921,18.7098,1.72
25-Nov-21,Purchase,VUKE,VUKE,My Nutmeg Pot,ISA,0.3261,32.09,10.46
25-Nov-21,Purchase,EMIM,EMIM,My Nutmeg Pot,ISA,0.2705,27.0095,7.31
25-Nov-21,Purchase,SUUS,SUUS,My Nutmeg Pot,ISA,0.3247,10.351,3.36
25-Nov-21,Purchase,AWSG,AWSG,My Nutmeg Pot,ISA,0.2025,15.1526,3.07
25-Nov-21,Purchase,VMID,VMID,My Nutmeg Pot,ISA,0.1754,36.06,6.32
25-Nov-21,Purchase,LCJG,LCJG,My Nutmeg Pot,ISA,0.1778,12.7811,2.27
25-Nov-21,Purchase,ISF,ISF,My Nutmeg Pot,ISA,0.4083,7.162,2.92
25-Nov-21,Purchase,CSP1,CSP1,My Nutmeg Pot,ISA,0.0558,360.55,20.12
25-Nov-21,Purchase,UC87,UC87,My Nutmeg Pot,ISA,0.0957,18.713,1.79
25-Nov-21,Purchase,UB39,UB39,My Nutmeg Pot,ISA,0.0544,101.1524,5.5
25-Nov-21,Purchase,UC94,UC94,My Nutmeg Pot,ISA,0.0771,21.7361,1.68
25-Nov-21,Purchase,GSPX,GSPX,My Nutmeg Pot,ISA,1.5124,8.2809,12.52
25-Nov-21,Purchase,CES1,CES1,My Nutmeg Pot,ISA,0.0042,234.5547,0.99
25-Nov-21,Purchase,CPJ1,CPJ1,My Nutmeg Pot,ISA,0.0145,132.4594,1.92
25-Nov-21,Purchase,LCJP,LCJP,My Nutmeg Pot,ISA,0.3459,12.5383,4.34
25-Nov-21,Purchase,CUS1,CUS1,My Nutmeg Pot,ISA,0.0133,389.1065,5.18
25-Nov-21,Purchase,ISJP,ISJP,My Nutmeg Pot,ISA,0.0288,32.4846,0.94
